x,y,z,bridge,tunnel
-1323.525,1425.327,317.769,0,0
-1325.889,1431.603,318.372,0,0
-1328.248,1438.309,319.012,0,0
-1330.470,1445.153,319.660,0,0
-1332.454,1451.858,320.289,0,0
-1334.003,1457.781,320.840,0,0
-1335.352,1463.587,321.376,0,0
-1336.609,1469.378,321.910,0,0
-1337.792,1475.096,322.435,0,0
-1338.886,1480.801,322.958,0,0
-1339.886,1486.490,323.478,0,0
-1340.754,1492.077,323.987,0,0
-1341.531,1497.649,324.493,0,0
-1342.285,1503.195,324.997,0,0
-1343.064,1508.603,325.489,0,0
-1343.820,1513.987,325.978,0,0
-1344.441,1519.416,326.470,0,0
-1344.913,1524.982,326.972,0,0
-1345.245,1530.595,327.479,0,0
-1345.394,1536.341,327.996,0,0
-1345.349,1542.701,328.568,0,0
-1345.094,1549.213,329.155,0,0
-1344.583,1555.780,329.748,0,0
-1343.723,1562.654,330.371,0,0
-1342.590,1569.587,331.003,0,0
-1341.314,1576.449,331.632,0,0
-1339.955,1583.069,332.240,0,0
-1338.460,1589.620,332.844,0,0
-1336.869,1596.102,333.445,0,0
-1335.158,1602.365,334.029,0,0
-1333.354,1608.562,334.610,0,0
-1331.663,1614.781,335.190,0,0
-1330.106,1621.062,335.773,0,0
-1328.662,1627.366,336.355,0,0
-1327.488,1633.616,336.927,0,0
-1326.640,1639.531,337.465,0,0
-1326.039,1645.397,337.996,0,0
-1325.775,1651.194,338.518,0,0
-1325.938,1656.694,339.013,0,0
-1326.414,1662.128,339.504,0,0
-1326.990,1667.536,339.994,0,0
-1327.626,1672.879,340.478,0,0
-1328.361,1678.196,340.961,0,0
-1329.085,1683.476,341.441,0,0
-1329.841,1688.643,341.911,0,0
-1330.586,1693.774,342.377,0,0
-1331.048,1698.772,342.829,0,0
-1331.165,1703.193,343.227,0,0
-1331.044,1707.502,343.615,0,0
-1330.599,1711.729,343.997,0,0
-1329.791,1715.806,344.372,0,0
-1328.674,1719.806,344.745,0,0
-1327.339,1723.696,345.115,0,0
-1325.784,1727.351,345.473,0,0
-1324.018,1730.900,345.830,0,0
-1322.233,1734.472,346.189,0,0
-1320.405,1738.179,346.561,0,0
-1318.557,1741.910,346.936,0,0
-1316.827,1745.693,347.310,0,0
-1315.183,1749.558,347.688,0,0
-1313.658,1753.476,348.067,0,0
-1312.486,1757.404,348.435,0,0
-1311.739,1761.160,348.780,0,0
-1311.311,1764.926,349.121,0,0
-1311.306,1768.625,349.454,0,0
-1311.733,1772.146,349.773,0,0
-1312.559,1775.605,350.093,0,0
-1313.800,1778.933,350.413,0,0
-1315.603,1782.254,350.753,0,0
-1317.860,1785.433,351.104,0,0
-1320.414,1788.447,351.460,0,0
-1323.441,1791.449,351.843,0,0
-1326.802,1794.266,352.238,0,0
-1330.366,1796.944,352.639,0,0
-1334.362,1799.621,353.072,0,0
-1338.585,1802.143,353.515,0,0
-1342.890,1804.581,353.960,0,0
-1347.306,1806.938,354.411,0,0
-1351.807,1809.209,354.864,0,0
-1356.411,1811.594,355.331,0,0
-1361.601,1814.370,355.861,0,0
-1366.912,1817.283,356.406,0,0
-1372.195,1820.411,356.958,0,0
-1377.662,1823.976,357.546,0,0
-1383.097,1827.775,358.143,0,0
-1388.417,1831.691,358.737,0,0
-1393.539,1835.640,359.319,0,0
-1398.548,1839.703,359.900,0,0
-1403.435,1843.880,360.478,0,0
-1408.136,1848.141,361.049,0,0
-1412.718,1852.513,361.619,0,0
-1417.249,1856.977,362.192,0,0
-1421.848,1861.630,362.781,0,0
-1426.395,1866.378,363.372,0,0
-1430.785,1871.102,363.953,0,0
-1434.741,1875.527,364.487,0,0
-1438.556,1879.931,365.011,0,0
-1442.263,1884.251,365.524,0,0
-1445.605,1888.164,365.987,0,0
-1448.852,1892.004,366.439,0,0
-1452.100,1895.844,366.892,0,0
-1455.379,1899.709,367.348,0,0
-1458.658,1903.573,367.804,0,0
-1461.936,1907.437,368.260,0,0
-1465.185,1911.282,368.713,0,0
-1468.434,1915.126,369.166,0,0
-1471.773,1919.030,369.629,0,0
-1475.483,1923.319,370.139,0,0
-1479.296,1927.674,370.660,0,0
-1483.135,1931.956,370.495,0,0
-1486.891,1936.052,370.023,0,0
-1490.673,1940.077,369.552,0,0
-1494.509,1943.988,369.129,0,0
-1498.284,1947.696,368.761,0,0
-1502.111,1951.294,368.418,0,0
-1506.094,1954.748,368.078,0,0
-1510.340,1958.096,367.739,0,0
-1514.746,1961.295,367.404,0,0
-1519.296,1964.347,367.076,0,0
-1524.105,1967.309,366.755,0,0
-1529.064,1970.117,366.442,0,0
-1534.115,1972.785,366.149,0,0
-1539.309,1975.287,365.909,0,0
-1544.598,1977.647,365.757,0,0
-1549.915,1980.020,365.698,0,0
-1555.339,1982.488,365.693,0,0
-1560.793,1984.969,365.713,0,0
-1566.255,1987.506,365.772,0,0
-1571.838,1990.146,365.885,0,0
-1577.429,1992.844,366.032,0,0
-1582.935,1995.619,366.173,0,0
-1588.224,1998.420,366.285,0,0
-1593.431,2001.295,366.362,0,0
-1598.549,2004.248,366.410,0,0
-1603.499,2007.256,366.440,0,0
-1608.363,2010.338,366.470,0,0
-1613.098,2013.394,366.508,0,0
-1617.337,2016.176,366.547,0,0
-1621.463,2018.937,366.573,0,0
-1625.692,2021.765,366.583,0,0
-1630.484,2024.904,366.576,0,0
-1635.396,2028.123,366.544,0,0
-1640.288,2031.468,366.481,0,0
-1645.257,2035.065,366.377,0,0
-1650.206,2038.795,366.230,0,0
-1655.134,2042.647,366.049,0,0
-1660.277,2046.681,365.873,0,0
-1665.397,2050.844,365.789,0,0
-1670.230,2055.301,365.891,0,0
-1674.726,2060.170,366.208,0,0
-1678.931,2065.337,366.683,0,0
-1682.791,2070.690,367.215,0,0
-1686.312,2076.125,367.723,0,0
-1689.500,2081.742,368.157,0,0
-1692.114,2087.465,368.504,0,0
-1693.950,2093.003,368.778,0,0
-1695.269,2098.638,369.005,0,0
-1696.198,2104.296,369.200,0,0
-1696.776,2109.866,369.360,0,0
-1696.978,2115.459,369.476,0,0
-1696.793,2121.036,369.545,0,0
-1696.120,2126.627,369.567,0,0
-1695.057,2132.201,369.547,0,0
-1693.900,2137.687,369.494,0,0
-1692.761,2142.842,369.413,0,0
-1691.533,2147.916,369.307,0,0
-1690.305,2152.990,369.180,0,0
-1689.106,2158.091,369.038,0,0
-1687.908,2163.193,368.883,0,0
-1686.710,2168.293,368.716,0,0
-1685.511,2173.395,368.536,0,0
-1684.312,2178.496,368.343,0,0
-1683.114,2183.596,368.138,0,0
-1681.915,2188.698,367.927,0,0
-1680.717,2193.799,367.732,0,0
-1679.519,2198.899,367.582,0,0
-1678.320,2204.001,367.488,0,0
-1677.122,2209.102,367.435,0,0
-1675.923,2214.203,367.396,0,0
-1674.725,2219.304,367.362,0,0
-1673.526,2224.404,367.330,0,0
-1672.328,2229.506,367.300,0,0
-1671.130,2234.606,367.273,0,0
-1669.931,2239.707,367.249,0,0
-1668.732,2244.809,367.227,0,0
-1667.534,2249.909,367.207,0,0
-1666.336,2255.010,367.179,0,0
-1665.137,2260.112,367.128,0,0
-1663.939,2265.212,367.032,0,0
-1662.740,2270.313,366.870,0,0
-1661.542,2275.415,366.637,0,0
-1660.343,2280.516,366.371,0,0
-1659.145,2285.617,366.144,0,0
-1657.946,2290.718,366.008,0,0
-1656.748,2295.819,365.956,0,0
-1655.549,2300.920,365.944,0,0
-1654.351,2306.022,365.942,0,0
-1653.152,2311.122,365.939,0,0
-1651.954,2316.224,365.933,0,0
-1650.755,2321.325,365.926,0,0
-1649.547,2326.431,365.919,0,0
-1648.339,2331.538,365.913,0,0
-1647.160,2336.628,365.907,0,0
-1646.017,2341.630,365.898,0,0
-1644.903,2346.616,365.879,0,0
-1643.868,2351.587,365.842,0,0
-1642.923,2356.457,365.786,0,0
-1642.055,2361.314,365.720,0,0
-1641.328,2366.156,365.650,0,0
-1640.753,2370.893,365.581,0,0
-1640.314,2375.615,365.513,0,0
-1640.073,2380.315,365.446,0,0
-1640.026,2384.911,365.380,0,0
-1640.169,2389.485,365.316,0,0
-1640.568,2394.018,365.252,0,0
-1641.251,2398.469,365.190,0,0
-1642.186,2402.879,365.139,0,0
-1643.329,2407.254,365.109,0,0
-1644.696,2411.665,365.102,0,0
-1646.279,2416.040,365.096,0,0
-1648.052,2420.367,365.060,0,0
-1650.072,2424.729,364.977,0,0
-1652.289,2429.042,364.857,0,0
-1654.638,2433.313,364.725,0,0
-1657.152,2437.624,364.598,0,0
-1659.802,2441.892,364.479,0,0
-1662.555,2446.115,364.372,0,0
-1665.450,2450.335,364.275,0,0
-1668.450,2454.509,364.193,0,0
-1671.503,2458.650,364.147,0,0
-1674.590,2462.780,364.173,0,0
-1677.731,2466.877,364.290,0,0
-1680.967,2470.928,364.469,0,0
-1684.371,2474.983,364.649,0,0
-1687.872,2478.991,364.795,0,0
-1691.434,2482.969,364.904,0,0
-1695.080,2486.964,364.995,0,0
-1698.788,2490.928,365.081,0,0
-1702.555,2494.862,365.167,0,0
-1706.427,2498.801,365.254,0,0
-1710.359,2502.710,365.340,0,0
-1714.330,2506.606,365.425,0,0
-1718.378,2510.539,365.506,0,0
-1722.466,2514.460,365.589,0,0
-1726.594,2518.369,365.690,0,0
-1730.817,2522.304,365.840,0,0
-1735.081,2526.227,366.048,0,0
-1739.345,2530.150,366.261,0,0
-1743.545,2534.081,366.386,0,0
-1747.745,2538.012,366.365,0,0
-1752.096,2541.932,366.212,0,0
-1756.950,2546.101,365.970,0,0
-1761.972,2550.259,365.668,0,0
-1767.070,2554.295,365.319,0,0
-1772.180,2558.152,364.926,0,0
-1777.365,2561.889,364.498,0,0
-1782.621,2565.501,364.052,0,0
-1787.926,2568.974,363.620,0,0
-1793.303,2572.324,363.223,0,0
-1798.748,2575.548,362.847,0,0
-1804.249,2578.637,362.465,0,0
-1809.818,2581.601,362.063,0,0
-1815.452,2584.436,361.648,0,0
-1821.194,2587.150,361.249,0,0
-1827.001,2589.736,360.911,0,0
-1832.733,2592.166,360.671,0,0
-1837.968,2594.211,360.570,0,0
-1843.137,2596.117,360.677,0,0
-1848.367,2598.155,361.023,0,0
-1854.065,2600.561,361.532,0,0
-1859.832,2603.114,362.076,0,0
-1865.531,2605.796,362.571,0,0
-1871.113,2608.599,362.994,0,0
-1876.629,2611.532,363.341,0,0
-1882.073,2614.591,363.613,0,0
-1887.452,2617.781,363.809,0,0
-1892.760,2621.098,363.927,0,0
-1897.993,2624.538,363.972,0,0
-1903.169,2628.115,363.978,0,0
-1908.269,2631.817,364.019,0,0
-1913.291,2635.639,364.169,0,0
-1918.292,2639.637,364.420,0,0
-1923.213,2643.757,364.693,0,0
-1927.967,2647.893,364.935,0,0
-1932.255,2651.797,365.185,0,0
-1936.393,2655.716,365.543,0,0
-1940.491,2659.648,366.054,0,0
-1944.548,2663.556,366.561,0,0
-1948.567,2667.477,367.067,0,0
-1952.546,2671.412,367.570,0,0
-1956.447,2675.323,368.067,0,0
-1960.310,2679.247,368.563,0,0
-1964.133,2683.186,369.057,0,0
-1967.878,2687.099,369.472,0,0
-1971.585,2691.026,369.735,0,0
-1975.251,2694.968,369.918,0,0
-1978.841,2698.884,370.019,0,0
-1982.392,2702.814,370.050,0,0
-1985.901,2706.759,370.027,0,0
-1989.322,2710.683,369.974,0,0
-1992.702,2714.621,369.934,0,0
-1996.082,2718.558,369.962,0,0
-1999.476,2722.492,370.077,0,0
-2002.869,2726.425,370.245,0,0
-2006.263,2730.358,370.422,0,0
-2009.632,2734.280,370.589,0,0
-2013.001,2738.201,370.745,0,0
-2016.444,2742.158,370.895,0,0
-2020.171,2746.389,371.041,0,0
-2023.978,2750.658,371.184,0,0
-2027.799,2754.826,371.320,0,0
-2031.467,2758.728,371.445,0,0
-2035.148,2762.534,371.555,0,0
-2038.881,2766.203,371.657,0,0
-2042.568,2769.624,371.777,0,0
-2046.304,2772.916,371.953,0,0
-2050.072,2776.044,372.210,0,0
-2053.640,2778.868,372.550,0,0
-2057.236,2781.542,372.953,0,0
-2061.016,2784.068,373.362,0,0
-2065.349,2786.593,373.814,0,0
-2069.888,2788.952,374.274,0,0
-2074.371,2791.081,374.721,0,0
-2078.365,2792.745,375.110,0,0
-2082.313,2794.215,375.489,0,0
-2086.230,2795.712,375.867,0,0
-2090.100,2797.261,376.242,0,0
-2093.941,2798.836,376.615,0,0
-2097.673,2800.521,376.984,0,0
-2101.153,2802.254,377.334,0,0
-2104.532,2804.088,377.680,0,0
-2107.768,2806.087,378.022,0,0
-2110.899,2808.164,378.360,0,0
-2113.893,2810.397,378.696,0,0
-2116.374,2812.935,379.016,0,0
-2118.040,2815.670,379.304,0,0
-2119.255,2818.672,379.596,0,0
-2120.241,2821.841,379.871,0,0
-2121.086,2825.500,379.767,0,0
-2121.657,2829.358,379.600,0,0
-2122.103,2833.307,379.364,0,0
-2122.453,2837.564,379.063,0,0
-2122.663,2841.921,378.703,0,0
-2122.852,2846.353,378.308,0,0
-2123.052,2851.088,377.926,0,0
-2123.231,2855.904,377.621,0,0
-2123.442,2860.780,377.422,0,0
-2123.693,2865.934,377.302,0,0
-2123.980,2871.154,377.221,0,0
-2124.374,2876.343,377.165,0,0
-2124.889,2881.413,377.137,0,0
-2125.509,2886.453,377.139,0,0
-2126.236,2891.460,377.170,0,0
-2127.054,2896.336,377.231,0,0
-2127.976,2901.178,377.332,0,0
-2129.030,2906.132,377.495,0,0
-2130.359,2911.761,377.743,0,0
-2131.843,2917.523,378.070,0,0
-2133.421,2923.231,378.448,0,0
-2135.034,2928.763,378.849,0,0
-2136.738,2934.243,379.268,0,0
-2138.586,2939.639,379.709,0,0
-2140.550,2944.877,380.172,0,0
-2142.654,2950.033,380.663,0,0
-2144.939,2955.090,381.163,0,0
-2147.411,2960.024,381.659,0,0
-2150.064,2964.859,382.156,0,0
-2152.892,2969.584,382.651,0,0
-2155.914,2974.265,383.153,0,0
-2159.113,2978.836,383.655,0,0
-2162.444,2983.120,384.143,0,0
-2165.667,2986.708,384.577,0,0
-2169.004,2990.047,385.002,0,0
-2172.407,2993.406,385.432,0,0
-2175.996,2996.987,385.889,0,0
-2179.655,3000.589,386.351,0,0
-2183.338,3004.243,386.818,0,0
-2187.152,3008.070,387.304,0,0
-2190.991,3011.952,387.795,0,0
-2194.822,3015.898,388.290,0,0
-2198.707,3019.991,388.798,0,0
-2202.583,3024.151,389.310,0,0
-2206.449,3028.372,389.825,0,0
-2210.384,3032.754,390.355,0,0
-2214.308,3037.201,390.889,0,0
-2218.219,3041.663,391.423,0,0
-2222.103,3046.163,391.958,0,0
-2225.973,3050.678,392.493,0,0
-2229.861,3055.088,393.022,0,0
-2233.573,3059.229,393.523,0,0
-2237.302,3063.272,394.018,0,0
-2241.283,3067.183,394.520,0,0
-2245.897,3071.183,395.070,0,0
-2250.791,3075.037,395.630,0,0
-2255.795,3078.660,396.186,0,0
-2260.755,3081.970,396.723,0,0
-2265.821,3085.060,397.257,0,0
-2270.984,3087.909,397.788,0,0
-2276.181,3090.464,398.309,0,0
-2281.472,3092.785,398.829,0,0
-2286.851,3094.930,399.350,0,0
-2292.373,3096.923,399.879,0,0
-2297.984,3098.736,400.409,0,0
-2303.666,3100.407,400.942,0,0
-2309.566,3101.986,401.492,0,0
-2315.540,3103.418,402.045,0,0
-2321.387,3104.648,402.583,0,0
-2326.515,3105.559,403.051,0,0
-2331.534,3106.299,403.508,0,0
-2336.705,3106.941,403.977,0,0
-2342.625,3107.552,404.513,0,0
-2348.723,3108.049,405.063,0,0
-2354.850,3108.440,405.616,0,0
-2361.033,3108.730,406.173,0,0
-2367.245,3108.912,406.732,0,0
-2373.484,3108.989,407.294,0,0
-2379.832,3108.949,407.865,0,0
-2386.207,3108.802,408.439,0,0
-2392.605,3108.589,409.015,0,0
-2399.101,3108.304,409.600,0,0
-2405.621,3107.952,410.188,0,0
-2412.206,3107.576,410.781,0,0
-2419.195,3107.150,411.412,0,0
-2426.253,3106.699,412.048,0,0
-2433.062,3106.307,412.662,0,0
-2438.838,3106.000,413.183,0,0
-2444.413,3105.740,413.685,0,0
-2449.877,3105.616,414.177,0,0
-2454.968,3105.621,414.635,0,0
-2459.960,3105.747,415.084,0,0
-2464.807,3106.084,415.522,0,0
-2469.181,3106.579,415.918,0,0
-2473.430,3107.256,416.305,0,0
-2477.469,3108.221,416.679,0,0
-2481.022,3109.314,417.013,0,0
-2484.400,3110.649,417.340,0,0
-2487.398,3112.451,417.655,0,0
-2489.843,3114.820,417.961,0,0
-2491.922,3117.640,418.277,0,0
-2493.835,3120.711,418.602,0,0
-2495.803,3124.435,418.982,0,0
-2497.563,3128.473,419.378,0,0
-2499.257,3132.622,419.781,0,0
-2501.002,3137.104,420.214,0,0
-2502.674,3141.709,420.655,0,0
-2504.330,3146.270,421.092,0,0
-2505.912,3150.644,421.510,0,0
-2507.479,3154.975,421.925,0,0
-2509.120,3159.139,422.328,0,0
-2510.687,3162.896,422.694,0,0
-2512.316,3166.511,423.051,0,0
-2514.109,3169.647,423.376,0,0
-2515.667,3171.906,423.623,0,0
-2517.328,3173.864,423.854,0,0
-2519.115,3174.924,424.041,0,0
-2520.959,3174.790,424.207,0,0
-2522.911,3173.876,424.402,0,0
-2524.804,3172.564,424.609,0,0
-2527.083,3170.204,424.904,0,0
-2529.256,3167.146,425.242,0,0
-2531.506,3163.926,425.595,0,0
-2534.290,3160.132,426.019,0,0
-2537.176,3156.122,426.463,0,0
-2540.105,3152.126,426.909,0,0
-2543.068,3148.152,427.355,0,0
-2546.075,3144.194,427.803,0,0
-2549.169,3140.348,428.247,0,0
-2552.306,3136.609,428.686,0,0
-2555.529,3132.979,429.123,0,0
-2558.866,3129.750,429.541,0,0
-2561.997,3127.199,429.905,0,0
-2565.222,3124.972,430.257,0,0
-2568.479,3123.294,430.587,0,0
-2571.350,3122.257,430.862,0,0
-2574.246,3121.633,431.128,0,0
-2577.061,3121.691,431.382,0,0
-2579.823,3122.660,431.645,0,0
-2582.500,3124.344,431.930,0,0
-2585.111,3126.411,432.230,0,0
-2588.156,3129.321,432.609,0,0
-2591.105,3132.779,433.018,0,0
-2593.959,3136.585,433.446,0,0
-2597.160,3141.468,433.971,0,0
-2600.233,3146.822,434.527,0,0
-2603.173,3152.348,435.090,0,0
-2606.097,3158.226,435.681,0,0
-2608.875,3164.293,436.282,0,0
-2611.522,3170.493,436.888,0,0
-2614.151,3177.073,437.526,0,0
-2616.641,3183.795,438.171,0,0
-2618.923,3190.506,438.809,0,0
-2620.915,3196.975,439.418,0,0
-2622.712,3203.434,440.022,0,0
-2624.312,3209.802,440.613,0,0
-2625.632,3215.712,441.158,0,0
-2626.778,3221.542,441.692,0,0
-2627.771,3227.226,442.212,0,0
-2628.519,3232.252,442.669,0,0
-2629.138,3237.155,443.114,0,0
-2629.733,3242.064,443.559,0,0
-2630.331,3247.027,444.009,0,0
-2630.905,3251.996,444.459,0,0
-2631.478,3256.965,444.681,0,0
-2632.060,3261.933,444.581,0,0
-2632.642,3266.900,444.496,0,0
-2633.224,3271.867,444.461,0,0
-2633.806,3276.834,444.509,0,0
-2634.388,3281.802,444.636,0,0
-2634.970,3286.769,444.806,0,0
-2635.552,3291.736,444.989,0,0
-2636.133,3296.703,445.171,0,0
-2636.715,3301.670,445.351,0,0
-2637.297,3306.638,445.527,0,0
-2637.879,3311.605,445.702,0,0
-2638.461,3316.572,445.873,0,0
-2639.043,3321.539,446.042,0,0
-2639.625,3326.506,446.211,0,0
-2640.206,3331.473,446.382,0,0
-2640.788,3336.441,446.562,0,0
-2641.370,3341.408,446.749,0,0
-2641.952,3346.375,446.941,0,0
-2642.534,3351.342,447.134,0,0
-2643.116,3356.310,447.325,0,0
-2643.698,3361.277,447.513,0,0
-2644.279,3366.244,447.697,0,0
-2644.861,3371.211,447.875,0,0
-2645.443,3376.178,448.046,0,0
-2646.025,3381.146,448.214,0,0
-2646.607,3386.113,448.381,0,0
-2647.189,3391.080,448.550,0,0
-2647.771,3396.048,448.725,0,0
-2648.353,3401.015,448.907,0,0
-2648.934,3405.982,449.094,0,0
-2649.516,3410.949,449.286,0,0
-2650.098,3415.917,449.481,0,0
-2650.680,3420.883,449.679,0,0
-2651.262,3425.851,449.881,0,0
-2651.844,3430.819,450.087,0,0
-2652.426,3435.785,450.295,0,0
-2653.008,3440.753,450.508,0,0
-2653.589,3445.720,450.732,0,0
-2654.171,3450.687,450.989,0,0
-2654.753,3455.655,451.309,0,0
-2655.335,3460.622,451.702,0,0
-2655.917,3465.588,452.145,0,0
-2656.499,3470.556,452.595,0,0
-2657.081,3475.524,453.046,0,0
-2657.662,3480.490,453.496,0,0
-2658.244,3485.458,453.946,0,0
-2658.826,3490.425,454.396,0,0
-2659.408,3495.391,454.846,0,0
-2659.988,3500.345,455.295,0,0
-2660.569,3505.299,455.744,0,0
-2661.154,3510.293,456.196,0,0
-2661.736,3515.443,456.663,0,0
-2662.323,3520.636,457.133,0,0
-2662.986,3525.932,457.613,0,0
-2663.801,3531.750,458.142,0,0
-2664.701,3537.686,458.682,0,0
-2665.683,3543.645,459.226,0,0
-2666.768,3549.708,459.780,0,0
-2667.937,3555.796,460.338,0,0
-2669.187,3561.907,460.900,0,0
-2670.552,3568.187,461.478,0,0
-2672.000,3574.491,462.060,0,0
-2673.498,3580.717,462.636,0,0
-2675.004,3586.648,463.187,0,0
-2676.557,3592.506,463.733,0,0
-2678.110,3598.305,464.273,0,0
-2679.640,3603.920,464.797,0,0
-2681.171,3609.479,465.316,0,0
-2682.594,3614.874,465.818,0,0
-2683.774,3619.569,466.254,0,0
-2684.866,3624.131,466.676,0,0
-2685.821,3628.615,467.088,0,0
-2686.565,3632.777,467.469,0,0
-2687.189,3636.871,467.842,0,0
-2687.720,3640.849,468.203,0,0
-2688.118,3644.344,468.519,0,0
-2688.438,3647.742,468.826,0,0
-2688.718,3651.091,469.129,0,0
-2688.935,3654.275,469.416,0,0
-2689.114,3657.415,469.699,0,0
-2689.328,3660.464,469.974,0,0
-2689.539,3663.172,470.219,0,0
-2689.778,3665.803,470.457,0,0
-2690.160,3668.363,470.689,0,0
-2690.667,3670.748,470.909,0,0
-2691.304,3673.068,471.126,0,0
-2692.144,3675.283,471.339,0,0
-2693.203,3677.365,471.549,0,0
-2694.459,3679.344,471.760,0,0
-2695.881,3681.163,471.968,0,0
-2697.449,3682.806,472.172,0,0
-2699.180,3684.292,472.377,0,0
-2701.049,3685.551,472.580,0,0
-2703.127,3686.673,472.793,0,0
-2705.346,3687.562,473.008,0,0
-2707.545,3687.913,473.208,0,0
-2709.687,3687.571,473.403,0,0
-2711.809,3686.703,473.610,0,0
-2713.790,3685.491,473.819,0,0
-2715.767,3683.719,474.058,0,0
-2717.568,3681.516,474.314,0,0
-2719.284,3679.105,474.580,0,0
-2721.130,3676.170,474.892,0,0
-2722.867,3672.967,475.220,0,0
-2724.591,3669.601,475.561,0,0
-2726.523,3665.639,475.957,0,0
-2728.440,3661.473,476.370,0,0
-2730.396,3657.229,476.791,0,0
-2732.468,3652.634,477.244,0,0
-2734.585,3647.953,477.707,0,0
-2736.923,3643.385,478.168,0,0
-2739.559,3639.001,478.629,0,0
-2742.419,3634.731,479.091,0,0
-2745.487,3630.494,479.562,0,0
-2748.960,3626.002,480.073,0,0
-2752.667,3621.546,480.595,0,0
-2756.597,3617.178,481.124,0,0
-2761.014,3612.682,481.691,0,0
-2765.676,3608.282,482.268,0,0
-2770.376,3604.085,482.835,0,0
-2774.818,3600.317,483.359,0,0
-2779.294,3596.733,483.875,0,0
-2783.808,3593.325,484.384,0,0
-2788.168,3590.194,484.867,0,0
-2792.563,3587.225,485.345,0,0
-2797.063,3584.459,485.820,0,0
-2801.663,3581.908,486.294,0,0
-2806.365,3579.558,486.767,0,0
-2811.159,3577.466,487.237,0,0
-2816.050,3575.676,487.706,0,0
-2821.031,3574.139,488.175,0,0
-2825.941,3572.833,488.633,0,0
-2830.332,3571.767,489.039,0,0
-2834.663,3570.899,489.437,0,0
-2839.112,3570.382,489.840,0,0
-2844.094,3570.284,490.288,0,0
-2849.209,3570.585,490.750,0,0
-2854.317,3571.248,491.213,0,0
-2859.556,3572.323,491.694,0,0
-2864.786,3573.783,492.183,0,0
-2869.904,3575.554,492.671,0,0
-2874.904,3577.616,493.157,0,0
-2879.790,3579.989,493.646,0,0
-2884.507,3582.668,494.134,0,0
-2889.040,3585.729,494.476,0,0
-2893.399,3589.102,494.515,0,0
-2897.690,3592.638,494.508,0,0
-2902.080,3596.455,494.460,0,0
-2906.397,3600.444,494.420,0,0
-2910.589,3604.415,494.433,0,0
-2914.402,3608.115,494.504,0,0
-2918.102,3611.800,494.606,0,0
-2921.791,3615.437,494.721,0,0
-2925.416,3618.924,494.843,0,0
-2929.029,3622.365,494.974,0,0
-2932.643,3625.807,495.119,0,0
-2936.261,3629.264,495.278,0,0
-2939.878,3632.720,495.451,0,0
-2943.496,3636.176,495.638,0,0
-2947.113,3639.633,495.839,0,0
-2950.731,3643.089,496.053,0,0
-2954.348,3646.546,496.277,0,0
-2957.966,3650.002,496.504,0,0
-2961.583,3653.459,496.736,0,0
-2965.200,3656.915,496.986,0,0
-2968.818,3660.372,497.273,0,0
-2972.435,3663.828,497.601,0,0
-2976.052,3667.284,497.959,0,0
-2979.648,3670.700,498.336,0,0
-2983.244,3674.117,498.740,0,0
-2986.905,3677.654,499.182,0,0
-2991.004,3681.697,499.671,0,0
-2995.178,3685.882,500.198,0,0
-2999.296,3690.090,500.728,0,0
-3003.263,3694.182,501.240,0,0
-3007.174,3698.298,501.751,0,0
-3011.029,3702.591,502.271,0,0
-3015.028,3707.342,502.830,0,0
-3018.965,3712.290,503.399,0,0
-3022.838,3717.469,503.981,0,0
-3026.946,3723.326,504.625,0,0
-3030.979,3729.449,505.138,0,0
-3034.876,3735.772,505.477,0,0
-3038.814,3742.632,505.849,0,0
-3042.603,3749.708,506.253,0,0
-3046.121,3756.771,506.684,0,0
-3049.151,3763.404,507.154,0,0
-3051.936,3770.025,507.691,0,0
-3054.577,3776.681,508.318,0,0
-3057.137,3783.414,508.967,0,0
-3059.555,3790.182,509.613,0,0
-3061.700,3796.777,510.238,0,0
-3063.424,3802.568,510.781,0,0
-3064.925,3808.219,511.308,0,0
-3066.018,3813.597,511.801,0,0
-3066.611,3817.922,512.194,0,0
-3066.913,3822.054,512.567,0,0
-3066.806,3825.889,512.913,0,0
-3066.465,3828.820,513.178,0,0
-3065.843,3831.547,513.430,0,0
-3064.664,3834.062,513.680,0,0
-3062.426,3836.614,513.985,0,0
-3059.471,3838.892,514.321,0,0
-3056.168,3841.017,514.675,0,0
-3051.804,3843.348,515.120,0,0
-3046.949,3845.463,515.596,0,0
-3042.015,3847.498,516.077,0,0
-3036.989,3849.504,516.564,0,0
-3031.879,3851.427,517.055,0,0
-3026.780,3853.392,517.547,0,0
-3021.668,3855.426,518.042,0,0
-3016.567,3857.504,518.538,0,0
-3011.578,3859.695,519.028,0,0
-3006.723,3861.892,519.508,0,0
-3001.973,3864.196,519.983,0,0
-2997.789,3866.781,520.426,0,0
-2994.704,3869.224,520.780,0,0
-2992.024,3871.867,521.119,0,0
-2990.101,3874.745,521.430,0,0
-2989.239,3877.594,521.698,0,0
-2989.001,3880.635,521.973,0,0
-2989.034,3883.789,522.256,0,0
-2989.308,3887.469,522.589,0,0
-2989.926,3891.292,522.937,0,0
-2990.750,3895.172,523.294,0,0
-2991.873,3899.416,523.689,0,0
-2993.237,3903.728,524.096,0,0
-2994.705,3908.104,524.512,0,0
-2996.359,3912.874,524.966,0,0
-2998.131,3917.717,525.430,0,0
-2999.944,3922.529,525.893,0,0
-3001.771,3927.263,526.350,0,0
-3003.639,3931.967,526.805,0,0
